AEROPORTO III,Hora,Dia,Dia da semana,Temperatura,Umidade Relativa do Ar,Feriados
6.14043138,2,7,5,25.53333333,46.66666667,0
5.541960835,3,7,5,25.5,48,0
5.494632721,4,7,5,25.46666667,49.33333333,0
6.08546989,5,7,5,25.43333333,50.66666667,0
10.50835171,6,7,5,25.4,52,0
14.57703624,7,7,5,25.36666667,53.33333333,0
15.10375128,8,7,5,25.33333333,54.66666667,0
17.3144289,9,7,5,25.3,56,0
20.10067644,10,7,5,25.26666667,57.33333333,0
22.22127819,11,7,5,25.23333333,58.66666667,0
22.30219364,12,7,5,25.2,60,0
21.01670313,13,7,5,26.1,56,0
20.60601807,14,7,5,27,52,0
20.22682659,15,7,5,27.9,48,0
19.72968588,16,7,5,28.8,44,0
24.10981941,17,7,5,29.7,40,0
24.52508497,18,7,5,30.6,36,0
26.10523052,19,7,5,29.86666667,38.5,0
24.91592283,20,7,5,29.13333333,41,0
21.69303608,21,7,5,28.4,43.5,0
17.02893391,22,7,5,27.66666667,46,0
14.08543525,23,7,5,26.93333333,48.5,0
12.70070829,24,8,6,26.2,51,0
9.149578667,1,8,6,26.09166667,50.75,0
7.535845256,2,8,6,25.98333333,50.5,0
6.108370614,3,8,6,25.875,50.25,0
5.377076077,4,8,6,25.76666667,50,0
5.78623457,5,8,6,25.65833333,49.75,0
6.389285326,6,8,6,25.55,49.5,0
9.40453949,7,8,6,25.44166667,49.25,0
15.26558285,8,8,6,25.33333333,49,0
21.77853184,9,8,6,25.225,48.75,0
25.59378233,10,8,6,25.11666667,48.5,0
27.68690329,11,8,6,25.00833333,48.25,0
28.05178757,12,8,6,24.9,48,0
27.93423052,13,8,6,25.95,45.66666667,0
26.49606876,14,8,6,27,43.33333333,0
25.62279034,15,8,6,28.05,41,0
23.59073811,16,8,6,29.1,38.66666667,0
24.27317743,17,8,6,30.15,36.33333333,0
23.64875288,18,8,6,31.2,34,0
17.55717597,19,8,6,30.43333333,34.5,0
13.37856808,20,8,6,29.66666667,35,0
15.63657384,21,8,6,28.9,35.5,0
19.62892289,22,8,6,28.13333333,36,0
19.31136699,23,8,6,27.36666667,36.5,0
11.71903341,24,9,7,26.6,37,0
9.430493665,1,9,7,26.58333333,37.5,0
7.392334461,2,9,7,26.56666667,38,0
6.148064971,3,9,7,26.55,38.5,0
6.006080937,4,9,7,26.53333333,39,0
5.807608557,5,9,7,26.51666667,39.5,0
5.990813923,6,9,7,26.5,40,0
7.302258515,7,9,7,26.48333333,40.5,0
12.98162332,8,9,7,26.46666667,41,0
18.28236389,9,9,7,26.45,41.5,0
21.65639496,10,9,7,26.43333333,42,0
24.86096125,11,9,7,26.41666667,42.5,0
26.74186897,12,9,7,26.4,43,0
26.72507534,13,9,7,27.26666667,40.83333333,0
23.66860027,14,9,7,28.13333333,38.66666667,0
20.47777424,15,9,7,29,36.5,0
20.10983667,16,9,7,29.86666667,34.33333333,0
19.72510548,17,9,7,30.73333333,32.16666667,0
21.26861086,18,9,7,31.6,30,0
23.00906086,19,9,7,30.76666667,32.16666667,0
21.18006124,20,9,7,29.93333333,34.33333333,0
20.26861467,21,9,7,29.1,36.5,0
17.88083854,22,9,7,28.26666667,38.66666667,0
15.5892458,23,9,7,27.43333333,40.83333333,0
10.59537401,24,10,1,26.6,43,0
8.056453824,1,10,1,26.56666667,43.16666667,0
5.978600097,2,10,1,26.53333333,43.33333333,0
5.67478466,3,10,1,26.5,43.5,0
5.357228851,4,10,1,26.46666667,43.66666667,0
5.80608182,5,10,1,26.43333333,43.83333333,0
10.02896419,6,10,1,26.4,44,0
14.40451789,7,10,1,26.36666667,44.16666667,0
14.53734159,8,10,1,26.33333333,44.33333333,0
16.17092214,9,10,1,26.3,44.5,0
19.04419255,10,10,1,26.26666667,44.66666667,0
21.30219803,11,10,1,26.23333333,44.83333333,0
22.253339,12,10,1,26.2,45,0
18.04266987,13,10,1,27.1,43,0
16.74343891,14,10,1,28,41,0
17.61061101,15,10,1,28.9,39,0
15.32817807,16,10,1,29.8,37,0
19.66098385,17,10,1,30.7,35,0
21.74952402,18,10,1,31.6,33,0
24.69760313,19,10,1,30.7,34.5,0
23.59837151,20,10,1,29.8,36,0
21.44112883,21,10,1,28.9,37.5,0
18.18923464,22,10,1,28,39,0
14.44115891,23,10,1,27.1,40.5,0
11.46101923,24,11,2,26.2,42,0
7.528211737,1,11,2,26.2,42.41666667,0
6.05035553,2,11,2,26.2,42.83333333,0
5.262572765,3,11,2,26.2,43.25,0
5.438144469,4,11,2,26.2,43.66666667,0
5.657990861,5,11,2,26.2,44.08333333,0
10.28697853,6,11,2,26.2,44.5,0
13.47475104,7,11,2,26.2,44.91666667,0
13.60604801,8,11,2,26.2,45.33333333,0
15.63504691,9,11,2,26.2,45.75,0
17.59992404,10,11,2,26.2,46.16666667,0
20.38922472,11,11,2,26.2,46.58333333,0
21.43196878,12,11,2,26.2,47,0
18.91900206,13,11,2,26.7,45.66666667,0
18.20144792,14,11,2,27.2,44.33333333,0
17.50068769,15,11,2,27.7,43,0
16.12206769,16,11,2,28.2,41.66666667,0
18.2701499,17,11,2,28.7,40.33333333,0
23.1220377,18,11,2,29.2,39,0
24.79836626,19,11,2,28.43333333,41.83333333,0
23.02432814,20,11,2,27.66666667,44.66666667,0
21.86250086,21,11,2,26.9,47.5,0
18.40144749,22,11,2,26.13333333,50.33333333,0
16.0945869,23,11,2,25.36666667,53.16666667,0
11.02590661,24,12,3,24.6,56,0
7.766378617,1,12,3,24.65,55.58333333,0
6.348064137,2,12,3,24.7,55.16666667,0
5.587762189,3,12,3,24.75,54.75,0
5.705318832,4,12,3,24.8,54.33333333,0
6.322110057,5,12,3,24.85,53.91666667,0
11.6243773,6,12,3,24.9,53.5,0
13.5403995,7,12,3,24.95,53.08333333,0
14.57856312,8,12,3,25,52.66666667,0
14.86558461,9,12,3,25.05,52.25,0
16.04115195,10,12,3,25.1,51.83333333,0
20.53120909,11,12,3,25.15,51.41666667,0
21.67013531,12,12,3,25.2,51,0
17.96328144,13,12,3,25.76666667,49.33333333,0
18.39381366,14,12,3,26.33333333,47.66666667,0
16.52511964,15,12,3,26.9,46,0
15.5831388,16,12,3,27.46666667,44.33333333,0
18.51442423,17,12,3,28.03333333,42.66666667,0
22.48234558,18,12,3,28.6,41,0
25.76019373,19,12,3,28,43.5,0
25.03500586,20,12,3,27.4,46,0
21.824333,21,12,3,26.8,48.5,0
19.64724369,22,12,3,26.2,51,0
14.74344788,23,12,3,25.6,53.5,0
10.51445832,24,13,4,25,56,0
7.545005608,1,13,4,25.01666667,55.58333333,0
5.786234593,2,13,4,25.03333333,55.16666667,0
5.529747152,3,13,4,25.05,54.75,0
5.430510926,4,13,4,25.06666667,54.33333333,0
5.856463242,5,13,4,25.08333333,53.91666667,0
11.01827302,6,13,4,25.1,53.5,0
12.9648294,7,13,4,25.11666667,53.08333333,0
13.51597204,8,13,4,25.13333333,52.66666667,0
15.18008718,9,13,4,25.15,52.25,0
17.73580103,10,13,4,25.16666667,51.83333333,0
19.64113636,11,13,4,25.18333333,51.41666667,0
21.12357302,12,13,4,25.2,51,0
19.63808336,13,13,4,25.93333333,50.66666667,0
17.34038324,14,13,4,26.66666667,50.33333333,0
17.69457994,15,13,4,27.4,50,0
16.86557627,16,13,4,28.13333333,49.66666667,0
18.38923368,17,13,4,28.86666667,49.33333333,0
23.52508936,18,13,4,29.6,49,0
25.25332594,19,13,4,28.76666667,50.83333333,0
23.97852278,20,13,4,27.93333333,52.66666667,0
22.16020985,21,13,4,27.1,54.5,0
18.1419066,22,13,4,26.26666667,56.33333333,0
13.89154305,23,13,4,25.43333333,58.16666667,0
10.92667027,24,14,5,24.6,60,0
7.444242668,1,14,5,24.45,61.41666667,0
5.909898114,2,14,5,24.3,62.83333333,0
5.645777202,3,14,5,24.15,64.25,0
5.413717079,4,14,5,24,65.66666667,0
6.435086679,5,14,5,23.85,67.08333333,0
10.89613609,6,14,5,23.7,68.5,0
13.30986629,7,14,5,23.55,69.91666667,0
14.01673336,8,14,5,23.4,71.33333333,0
17.32664256,9,14,5,23.25,72.75,0
20.01060057,10,14,5,23.1,74.16666667,0
21.06555786,11,14,5,22.95,75.58333333,0
22.42891083,12,14,5,22.8,77,0
21.24265652,13,14,5,23.56666667,72.83333333,0
20.74036856,14,14,5,24.33333333,68.66666667,0
21.03655024,15,14,5,25.1,64.5,0
19.28083248,16,14,5,25.86666667,60.33333333,0
18.35411921,17,14,5,26.63333333,56.16666667,0
21.789219,18,14,5,27.4,52,0
24.37852058,19,14,5,26.73333333,55,0
22.81364193,20,14,5,26.06666667,58,0
19.58617477,21,14,5,25.4,61,0
16.74954605,22,14,5,24.73333333,64,0
13.25185132,23,14,5,24.06666667,67,0
11.05491385,24,15,6,23.4,70,0
8.021339488,1,15,6,23.15,71.58333333,0
6.607605028,2,15,6,22.9,73.16666667,0
5.995393944,3,15,6,22.65,74.75,0
5.522113585,4,15,6,22.4,76.33333333,0
5.69921205,5,15,6,22.15,77.91666667,0
6.888519931,6,15,6,21.9,79.5,0
8.732786798,7,15,6,21.65,81.08333333,0
14.19993849,8,15,6,21.4,82.66666667,0
17.68236666,9,15,6,21.15,84.25,0
23.18615923,10,15,6,20.9,85.83333333,0
26.5174428,11,15,6,20.65,87.41666667,0
27.22431011,12,15,6,20.4,89,0
27.6441556,13,15,6,20.1,89.16666667,0
24.91134291,14,15,6,19.8,89.33333333,0
23.39226542,15,15,6,19.5,89.5,0
18.29915738,16,15,6,19.2,89.66666667,0
19.22587128,17,15,6,18.9,89.83333333,0
18.93884935,18,15,6,18.6,90,0
20.38311815,19,15,6,18.6,91.33333333,0
18.87625456,20,15,6,18.6,92.66666667,0
16.58466105,21,15,6,18.6,94,0
13.68391042,22,15,6,18.6,95.33333333,0
11.39995074,23,15,6,18.6,96.66666667,0
8.051873541,24,16,7,18.6,98,0
6.844245195,1,16,7,18.8,97.08333333,0
6.316003132,2,16,7,19,96.16666667,0
5.793868089,3,16,7,19.2,95.25,0
5.824402332,4,16,7,19.4,94.33333333,0
5.917531753,5,16,7,19.6,93.41666667,0
6.199973226,6,16,7,19.8,92.5,0
9.344997692,7,16,7,20,91.58333333,0
14.33276243,8,16,7,20.2,90.66666667,0
18.92052851,9,16,7,20.4,89.75,0
22.47013206,10,16,7,20.6,88.83333333,0
23.87623243,11,16,7,20.8,87.91666667,0
24.33729944,12,16,7,21,87,0
23.66554651,13,16,7,21.53333333,85.33333333,0
21.10677919,14,16,7,22.06666667,83.66666667,0
17.85183125,15,16,7,22.6,82,0
17.03656774,16,16,7,23.13333333,80.33333333,0
16.8106144,17,16,7,23.66666667,78.66666667,0
20.71899443,18,16,7,24.2,77,0
21.13578663,19,16,7,23.8,79.16666667,0
18.84877357,20,16,7,23.4,81.33333333,0
15.74497004,21,16,7,23,83.5,0
14.383144,22,16,7,22.6,85.66666667,0
10.73430481,23,16,7,22.2,87.83333333,0
7.912942934,24,17,1,21.8,90,0
6.870199394,1,17,1,21.81666667,89.25,0
5.969439936,2,17,1,21.83333333,88.5,0
5.583182001,3,17,1,21.85,87.75,0
5.683945012,4,17,1,21.86666667,87,0
6.418292832,5,17,1,21.88333333,86.25,0
11.67933888,6,17,1,21.9,85.5,0
14.58466992,7,17,1,21.91666667,84.75,0
15.35107875,8,17,1,21.93333333,84,0
16.81977453,9,17,1,21.95,83.25,0
19.16785603,10,17,1,21.96666667,82.5,0
21.29914455,11,17,1,21.98333333,81.75,0
18.83961296,12,17,1,22,81,0
18.88541451,13,17,1,21.66666667,83.5,0
16.07015972,14,17,1,21.33333333,86,0
14.39383101,15,17,1,21,88.5,0
13.05185204,16,17,1,20.66666667,91,0
14.66253233,17,17,1,20.33333333,93.5,0
19.34648132,18,17,1,20,96,0
22.5785284,19,17,1,19.93333333,96.16666667,0
19.85792942,20,17,1,19.86666667,96.33333333,0
16.796874,21,17,1,19.8,96.5,0
13.88543634,22,17,1,19.73333333,96.66666667,0
10.64270215,23,17,1,19.66666667,96.83333333,0
8.1923311,24,18,2,19.6,97,0
6.346537495,1,18,2,19.65,96.08333333,0
5.864096856,2,18,2,19.7,95.16666667,0
5.659517574,3,18,2,19.75,94.25,0
5.61218946,4,18,2,19.8,93.33333333,0
6.584704375,5,18,2,19.85,92.41666667,0
11.30682144,6,18,2,19.9,91.5,0
15.44115481,7,18,2,19.95,90.58333333,0
15.25031581,8,18,2,20,89.66666667,0
16.23809781,9,18,2,20.05,88.75,0
17.49610758,10,18,2,20.1,87.83333333,0
19.73273916,11,18,2,20.15,86.91666667,0
19.92052469,12,18,2,20.2,86,0
17.64877896,13,18,2,21.36666667,81.16666667,0
16.51595922,14,18,2,22.53333333,76.33333333,0
17.06710215,15,18,2,23.7,71.5,0
16.88084326,16,18,2,24.86666667,66.66666667,0
17.39687147,17,18,2,26.03333333,61.83333333,0
21.90830193,18,18,2,27.2,57,0
24.43348207,19,18,2,26.43333333,59.83333333,0
22.64723015,20,18,2,25.66666667,62.66666667,0
20.13426409,21,18,2,24.9,65.5,0
15.78161149,22,18,2,24.13333333,68.33333333,0
12.24269514,23,18,2,23.36666667,71.16666667,0
9.024388552,24,19,3,22.6,74,0
7.074778533,1,19,3,22.51666667,73.66666667,0
6.015241218,2,19,3,22.43333333,73.33333333,0
5.731272936,3,19,3,22.35,73,0
5.712952423,4,19,3,22.26666667,72.66666667,0
6.175545835,5,19,3,22.18333333,72.33333333,0
11.37552323,6,19,3,22.1,72,0
14.58161654,7,19,3,22.01666667,71.66666667,0
15.29459038,8,19,3,21.93333333,71.33333333,0
16.74038572,9,19,3,21.85,71,0
17.10374274,10,19,3,21.76666667,70.66666667,0
19.74800634,11,19,3,21.68333333,70.33333333,0
20.12968416,12,19,3,21.6,70,0
16.9403851,13,19,3,22.53333333,67.16666667,0
17.6854197,14,19,3,23.46666667,64.33333333,0
15.99993091,15,19,3,24.4,61.5,0
15.78619151,16,19,3,25.33333333,58.66666667,0
16.2640522,17,19,3,26.26666667,55.83333333,0
21.16784697,18,19,3,27.2,53,0
25.50828695,19,19,3,26.5,55.16666667,0
23.79684381,20,19,3,25.8,57.33333333,0
19.63197613,21,19,3,25.1,59.5,0
15.58619223,22,19,3,24.4,61.66666667,0
11.94498649,23,19,3,23.7,63.83333333,0
8.574008989,24,20,4,23,66,0
7.003023243,1,20,4,23.06666667,66,0
5.702265453,2,20,4,23.13333333,66,0
5.598449016,3,20,4,23.2,66,0
5.548067713,4,20,4,23.26666667,66,0
6.116004038,5,20,4,23.33333333,66,0
12.40757995,6,20,4,23.4,66,0
15.2777966,7,20,4,23.46666667,66,0
15.31443748,8,20,4,23.53333333,66,0
16.47015786,9,20,4,23.6,66,0
17.16939158,10,20,4,23.66666667,66,0
19.71747189,11,20,4,23.73333333,66,0
21.84876041,12,20,4,23.8,66,0
18.31289797,13,20,4,24.66666667,61.5,0
17.81213703,14,20,4,25.53333333,57,0
17.63656516,15,20,4,26.4,52.5,0
15.35565882,16,20,4,27.26666667,48,0
16.51748567,17,20,4,28.13333333,43.5,0
21.80753908,18,20,4,29,39,0
24.29149799,19,20,4,28.26666667,41.83333333,0
21.67624226,20,20,4,27.53333333,44.66666667,0
18.72663684,21,20,4,26.8,47.5,0
16.3999289,22,20,4,26.06666667,50.33333333,0
12.65490723,23,20,4,25.33333333,53.16666667,0
9.473241425,24,21,5,24.6,56,0
7.222869539,1,21,5,24.56666667,56.83333333,0
5.601502585,2,21,5,24.53333333,57.66666667,0
5.737379837,3,21,5,24.5,58.5,0
5.590815544,4,21,5,24.46666667,59.33333333,0
6.018294573,5,21,5,24.43333333,60.16666667,0
11.96178045,6,21,5,24.4,61,0
16.97091913,7,21,5,24.36666667,61.83333333,0
16.94496508,8,21,5,24.33333333,62.66666667,0
16.86710253,9,21,5,24.3,63.5,0
19.3495348,10,21,5,24.26666667,64.33333333,0
21.74189081,11,21,5,24.23333333,65.16666667,0
21.4289156,12,21,5,24.2,66,0
20.33731661,13,21,5,24.83333333,63.5,0
19.94037199,14,21,5,25.46666667,61,0
18.54801159,15,21,5,26.1,58.5,0
18.6793088,16,21,5,26.73333333,56,0
19.88388329,17,21,5,27.36666667,53.5,0
22.88539724,18,21,5,28,51,0
23.98462887,19,21,5,27.46666667,52.16666667,0
21.47166309,20,21,5,26.93333333,53.33333333,0
18.15564671,21,21,5,26.4,54.5,0
15.48084912,22,21,5,25.86666667,55.66666667,0
12.94803557,23,21,5,25.33333333,56.83333333,0
10.49613781,24,22,6,24.8,58,0
8.097674966,1,22,6,24.51666667,60.25,0
6.737375474,2,22,6,24.23333333,62.5,0
6.114477444,3,22,6,23.95,64.75,0
5.842722821,4,22,6,23.66666667,67,0
6.119057608,5,22,6,23.38333333,69.25,0
7.798439598,6,22,6,23.1,71.5,0
13.10834026,7,22,6,22.81666667,73.75,0
17.54190912,8,22,6,22.53333333,76,0
23.13730469,9,22,6,22.25,78.25,0
26.34645109,10,22,6,21.96666667,80.5,0
27.42583561,11,22,6,21.68333333,82.75,0
27.01515045,12,22,6,21.4,85,0
26.65026636,13,22,6,22.43333333,79.66666667,0
24.96783123,14,22,6,23.46666667,74.33333333,0
24.06096497,15,22,6,24.5,69,0
22.59837542,16,22,6,25.53333333,63.66666667,0
21.82738647,17,22,6,26.56666667,58.33333333,0
20.82433758,18,22,6,27.6,53,0
20.5312088,19,22,6,26.53333333,58,0
19.480832,20,22,6,25.46666667,63,0
16.50374551,21,22,6,24.4,68,0
12.57093816,22,22,6,23.33333333,73,0
11.18163123,23,22,6,22.26666667,78,0
9.61064558,24,23,7,21.2,83,0
7.977064681,1,23,7,21.33333333,82.25,0
7.138900566,2,23,7,21.46666667,81.5,0
6.3694381,3,23,7,21.6,80.75,0
5.832035995,4,23,7,21.73333333,80,0
5.917531705,5,23,7,21.86666667,79.25,0
6.437631289,6,23,7,22,78.5,0
9.682400799,7,23,7,22.13333333,77.75,0
14.6304709,8,23,7,22.26666667,77,0
20.05487518,9,23,7,22.4,76.25,0
23.52356243,10,23,7,22.53333333,75.5,0
25.81057539,11,23,7,22.66666667,74.75,0
26.83805208,12,23,7,22.8,74,0
24.99225836,13,23,7,23.83333333,69.33333333,0
23.16325884,14,23,7,24.86666667,64.66666667,0
19.46251106,15,23,7,25.9,60,0
19.05945978,16,23,7,26.93333333,55.33333333,0
19.20602417,17,23,7,27.96666667,50.66666667,0
20.94494772,18,23,7,29,46,0
23.42585268,19,23,7,27.9,52.66666667,0
19.12968826,20,23,7,26.8,59.33333333,0
16.57244782,21,23,7,25.7,66,0
14.97092762,22,23,7,24.6,72.66666667,0
12.41368675,23,23,7,23.5,79.33333333,0
9.132784891,24,24,1,22.4,86,0
7.254930544,1,24,1,22.58333333,84.41666667,0
5.874783802,2,24,1,22.76666667,82.83333333,0
5.505319786,3,24,1,22.95,81.25,0
5.486999178,4,24,1,23.13333333,79.66666667,0
6.435086656,5,24,1,23.31666667,78.08333333,0
11.34651575,6,24,1,23.5,76.5,0
14.86405783,7,24,1,23.68333333,74.91666667,0
15.20298762,8,24,1,23.86666667,73.33333333,0
17.30679569,9,24,1,24.05,71.75,0
19.35258799,10,24,1,24.23333333,70.16666667,0
20.76326923,11,24,1,24.41666667,68.58333333,0
20.41059904,12,24,1,24.6,67,0
18.63503389,13,24,1,25.2,65.16666667,0
18.37854633,14,24,1,25.8,63.33333333,0
16.8167213,15,24,1,26.4,61.5,0
16.46863112,16,24,1,27,59.66666667,0
16.25031152,17,24,1,27.6,57.83333333,0
19.37090874,18,24,1,28.2,56,0
23.77546997,19,24,1,26.5,61,0
21.97089748,20,24,1,24.8,66,0
18.26404352,21,24,1,23.1,71,0
14.43657889,22,24,1,21.4,76,0
11.50376716,23,24,1,19.7,81,0
8.195384407,24,25,2,18,86,0
6.741955543,1,25,2,18.3,85.91666667,0
5.999974155,2,25,2,18.6,85.83333333,0
5.570968246,3,25,2,18.9,85.75,0
5.477838898,4,25,2,19.2,85.66666667,0
6.201499844,5,25,2,19.5,85.58333333,0
10.96941819,6,25,2,19.8,85.5,0
14.46711316,7,25,2,20.1,85.41666667,0
13.86558886,8,25,2,20.4,85.33333333,0
15.75565696,9,25,2,20.7,85.25,0
15.54039097,10,25,2,21,85.16666667,0
17.72206087,11,25,2,21.3,85.08333333,0
20.40601883,12,25,2,21.6,85,0
